Precinct	Votes	votes|Rahm Emanuel	pct|Rahm Emanuel	votes|Willie Wilson	pct|Willie Wilson	votes|Robert W. Fioretti	pct|Robert W. Fioretti	votes|Jesus ''Chuy'' Garcia	pct|Jesus ''Chuy'' Garcia	votes|William Walls, Iii	pct|William Walls, Iii
20002	106	52	49.06	28	26.42	2	1.89	13	12.26	11	10.38
20003	174	82	47.13	33	18.97	6	3.45	47	27.01	6	3.45
20004	91	34	37.36	27	29.67	6	6.59	18	19.78	6	6.59
20005	224	73	32.59	67	29.91	13	5.80	60	26.79	11	4.91
20006	96	43	44.79	24	25.00	2	2.08	22	22.92	5	5.21
20007	176	69	39.20	43	24.43	11	6.25	42	23.86	11	6.25
20008	234	112	47.86	60	25.64	8	3.42	43	18.38	11	4.70
20009	278	119	42.81	56	20.14	9	3.24	77	27.70	17	6.12
20010	163	72	44.17	39	23.93	5	3.07	35	21.47	12	7.36
20011	254	98	38.58	61	24.02	13	5.12	65	25.59	17	6.69
20012	122	50	40.98	34	27.87	6	4.92	27	22.13	5	4.10
20013	248	109	43.95	77	31.05	4	1.61	48	19.35	10	4.03
20014	169	86	50.89	42	24.85	2	1.18	30	17.75	9	5.33
20015	146	26	17.81	5	3.42	3	2.05	107	73.29	5	3.42
20016	259	102	39.38	51	19.69	12	4.63	85	32.82	9	3.47
20017	133	59	44.36	25	18.80	5	3.76	38	28.57	6	4.51
20018	171	78	45.61	47	27.49	6	3.51	26	15.20	14	8.19
20019	224	95	42.41	62	27.68	5	2.23	44	19.64	18	8.04
20020	126	28	22.22	16	12.70	4	3.17	78	61.90	0	0
20021	163	63	38.65	46	28.22	5	3.07	40	24.54	9	5.52
20022	293	124	42.32	49	16.72	14	4.78	84	28.67	22	7.51
20023	249	100	40.16	70	28.11	7	2.81	56	22.49	16	6.43
20024	214	85	39.72	37	17.29	9	4.21	71	33.18	12	5.61
20025	191	66	34.55	62	32.46	7	3.66	40	20.94	16	8.38
20026	237	94	39.66	41	17.30	12	5.06	75	31.65	15	6.33
20027	143	54	37.76	51	35.66	4	2.80	25	17.48	9	6.29
20028	167	64	38.32	51	30.54	6	3.59	38	22.75	8	4.79
20029	294	125	42.52	98	33.33	5	1.70	47	15.99	19	6.46
20030	112	55	49.11	25	22.32	3	2.68	20	17.86	9	8.04
20031	221	99	44.80	65	29.41	6	2.71	42	19.00	9	4.07
20032	224	108	48.21	64	28.57	1	0.45	41	18.30	10	4.46
20033	136	63	46.32	28	20.59	3	2.21	38	27.94	4	2.94
20034	272	77	28.31	49	18.01	12	4.41	125	45.96	9	3.31
20035	140	56	40.00	39	27.86	5	3.57	32	22.86	8	5.71
20036	80	34	42.50	29	36.25	2	2.50	13	16.25	2	2.50
20037	80	31	38.75	18	22.50	0	0	20	25.00	11	13.75
20038	89	41	46.07	23	25.84	2	2.25	18	20.22	5	5.62
20039	37	8	21.62	14	37.84	2	5.41	11	29.73	2	5.41
21001	291	135	46.39	49	16.84	15	5.15	73	25.09	19	6.53
21002	183	84	45.90	52	28.42	6	3.28	35	19.13	6	3.28
21003	263	111	42.21	75	28.52	8	3.04	52	19.77	17	6.46
21004	241	84	34.85	68	28.22	12	4.98	58	24.07	19	7.88
21005	304	133	43.75	72	23.68	18	5.92	59	19.41	22	7.24
21006	229	89	38.86	63	27.51	5	2.18	52	22.71	20	8.73
21007	298	139	46.64	69	23.15	13	4.36	62	20.81	15	5.03
21008	260	114	43.85	73	28.08	7	2.69	51	19.62	15	5.77
21009	314	128	40.76	72	22.93	19	6.05	70	22.29	25	7.96
21010	249	109	43.78	70	28.11	8	3.21	45	18.07	17	6.83
21011	255	126	49.41	64	25.10	4	1.57	44	17.25	17	6.67
21012	245	96	39.18	67	27.35	7	2.86	62	25.31	13	5.31
21013	202	83	41.09	48	23.76	10	4.95	46	22.77	15	7.43
21014	320	133	41.56	85	26.56	16	5.00	68	21.25	18	5.63
21015	206	89	43.20	41	19.90	11	5.34	49	23.79	16	7.77
21016	235	100	42.55	60	25.53	10	4.26	52	22.13	13	5.53
21017	216	83	38.43	46	21.30	19	8.80	54	25.00	14	6.48
21018	272	121	44.49	61	22.43	14	5.15	51	18.75	25	9.19
21019	270	116	42.96	67	24.81	9	3.33	59	21.85	19	7.04
21020	240	107	44.58	44	18.33	11	4.58	59	24.58	19	7.92
21021	214	82	38.32	66	30.84	6	2.80	50	23.36	10	4.67
21022	257	107	41.63	66	25.68	8	3.11	55	21.40	21	8.17
21023	248	83	33.47	76	30.65	10	4.03	66	26.61	13	5.24
21024	254	118	46.46	65	25.59	7	2.76	54	21.26	10	3.94
21025	258	95	36.82	62	24.03	10	3.88	68	26.36	23	8.91
21026	223	99	44.39	53	23.77	13	5.83	48	21.52	10	4.48
21027	267	111	41.57	55	20.60	13	4.87	73	27.34	15	5.62
21028	309	126	40.78	91	29.45	7	2.27	62	20.06	23	7.44
21029	266	98	36.84	61	22.93	12	4.51	73	27.44	22	8.27
21030	191	89	46.60	42	21.99	7	3.66	38	19.90	15	7.85
21031	194	89	45.88	45	23.20	9	4.64	36	18.56	15	7.73
21032	241	88	36.51	66	27.39	13	5.39	52	21.58	22	9.13
21033	237	108	45.57	65	27.43	10	4.22	42	17.72	12	5.06
21034	235	96	40.85	54	22.98	9	3.83	49	20.85	27	11.49
21035	274	129	47.08	57	20.80	8	2.92	63	22.99	17	6.20
21036	279	127	45.52	62	22.22	10	3.58	61	21.86	19	6.81
21037	229	100	43.67	58	25.33	9	3.93	41	17.90	21	9.17
21038	200	88	44.00	44	22.00	9	4.50	48	24.00	11	5.50
21039	188	90	47.87	39	20.74	3	1.60	38	20.21	18	9.57
21040	210	97	46.19	40	19.05	10	4.76	46	21.90	17	8.10
21041	274	116	42.34	61	22.26	9	3.28	63	22.99	25	9.12
21042	289	119	41.18	60	20.76	13	4.50	74	25.61	23	7.96
21043	256	110	42.97	61	23.83	11	4.30	56	21.88	18	7.03
21044	255	113	44.31	50	19.61	12	4.71	63	24.71	17	6.67
21045	253	103	40.71	68	26.88	7	2.77	59	23.32	16	6.32
21046	272	115	42.28	54	19.85	11	4.04	73	26.84	19	6.99
21047	219	91	41.55	60	27.40	8	3.65	42	19.18	18	8.22
21048	252	111	44.05	67	26.59	12	4.76	51	20.24	11	4.37
21049	281	113	40.21	66	23.49	16	5.69	73	25.98	13	4.63
21050	221	99	44.80	45	20.36	6	2.71	55	24.89	16	7.24
21051	283	126	44.52	80	28.27	6	2.12	51	18.02	20	7.07
21052	264	123	46.59	60	22.73	8	3.03	53	20.08	20	7.58
21053	195	70	35.90	43	22.05	6	3.08	59	30.26	17	8.72
21054	208	89	42.79	61	29.33	3	1.44	37	17.79	18	8.65
22001	156	74	47.44	40	25.64	3	1.92	30	19.23	9	5.77
