Precinct	Votes	votes|Jerry Joyce	pct|Jerry Joyce	votes|Paul Vallas	pct|Paul Vallas	votes|Willie L. Wilson	pct|Willie L. Wilson	votes|Toni Preckwinkle	pct|Toni Preckwinkle	votes|William M. Daley	pct|William M. Daley	votes|Garry Mccarthy	pct|Garry Mccarthy	votes|Gery Chico	pct|Gery Chico	votes|Susana A. Mendoza	pct|Susana A. Mendoza	votes|Amara Enyia	pct|Amara Enyia	votes|La Shawn K. Ford	pct|La Shawn K. Ford	votes|Neal Sales-Griffin	pct|Neal Sales-Griffin	votes|Lori Lightfoot	pct|Lori Lightfoot	votes|Robert ''Bob'' Fioretti	pct|Robert ''Bob'' Fioretti	votes|John Kenneth Kozlar	pct|John Kenneth Kozlar
28001	116	5	4.31	0	0	48	41.38	21	18.10	7	6.03	1	0.86	1	0.86	0	0	10	8.62	11	9.48	0	0	11	9.48	1	0.86	0	0
28002	187	1	0.53	6	3.21	59	31.55	42	22.46	18	9.63	2	1.07	1	0.53	2	1.07	20	10.70	3	1.60	1	0.53	30	16.04	2	1.07	0	0
28003	144	3	2.08	2	1.39	58	40.28	25	17.36	6	4.17	1	0.69	5	3.47	7	4.86	14	9.72	6	4.17	1	0.69	14	9.72	2	1.39	0	0
28004	176	5	2.84	17	9.66	3	1.70	27	15.34	32	18.18	5	2.84	17	9.66	10	5.68	14	7.95	1	0.57	0	0	39	22.16	6	3.41	0	0
28005	140	6	4.29	10	7.14	30	21.43	24	17.14	10	7.14	1	0.71	7	5.00	4	2.86	8	5.71	3	2.14	1	0.71	28	20.00	8	5.71	0	0
28006	162	3	1.85	7	4.32	21	12.96	22	13.58	33	20.37	2	1.23	13	8.02	5	3.09	11	6.79	1	0.62	0	0	33	20.37	11	6.79	0	0
28007	187	2	1.07	4	2.14	76	40.64	33	17.65	15	8.02	2	1.07	4	2.14	2	1.07	11	5.88	15	8.02	0	0	22	11.76	1	0.53	0	0
28008	208	9	4.33	14	6.73	6	2.88	25	12.02	44	21.15	4	1.92	11	5.29	20	9.62	12	5.77	3	1.44	2	0.96	54	25.96	3	1.44	1	0.48
28009	182	4	2.20	6	3.30	75	41.21	40	21.98	17	9.34	2	1.10	4	2.20	3	1.65	13	7.14	2	1.10	0	0	16	8.79	0	0	0	0
28010	254	9	3.54	22	8.66	30	11.81	44	17.32	22	8.66	5	1.97	13	5.12	16	6.30	21	8.27	5	1.97	1	0.39	56	22.05	5	1.97	5	1.97
28011	372	9	2.42	14	3.76	41	11.02	57	15.32	29	7.80	9	2.42	16	4.30	43	11.56	73	19.62	7	1.88	0	0	63	16.94	8	2.15	3	0.81
28012	176	0	0	5	2.84	55	31.25	34	19.32	14	7.95	1	0.57	4	2.27	7	3.98	15	8.52	17	9.66	0	0	24	13.64	0	0	0	0
28013	235	8	3.40	1	0.43	96	40.85	52	22.13	22	9.36	1	0.43	3	1.28	10	4.26	6	2.55	8	3.40	0	0	26	11.06	2	0.85	0	0
28014	163	2	1.23	0	0	61	37.42	29	17.79	16	9.82	0	0	6	3.68	6	3.68	24	14.72	7	4.29	0	0	12	7.36	0	0	0	0
28015	55	2	3.64	1	1.82	21	38.18	10	18.18	4	7.27	0	0	0	0	2	3.64	1	1.82	5	9.09	0	0	9	16.36	0	0	0	0
28016	110	0	0	2	1.82	33	30.00	15	13.64	10	9.09	0	0	0	0	4	3.64	13	11.82	8	7.27	0	0	20	18.18	5	4.55	0	0
28017	150	2	1.33	2	1.33	66	44.00	32	21.33	12	8.00	0	0	0	0	3	2.00	13	8.67	2	1.33	0	0	18	12.00	0	0	0	0
28018	154	4	2.60	0	0	46	29.87	28	18.18	23	14.94	2	1.30	4	2.60	4	2.60	6	3.90	1	0.65	0	0	22	14.29	14	9.09	0	0
28019	190	9	4.74	7	3.68	11	5.79	27	14.21	17	8.95	5	2.63	21	11.05	21	11.05	28	14.74	0	0	0	0	38	20.00	5	2.63	1	0.53
28020	180	1	0.56	5	2.78	77	42.78	26	14.44	16	8.89	0	0	2	1.11	9	5.00	14	7.78	6	3.33	0	0	24	13.33	0	0	0	0
28021	147	0	0	2	1.36	74	50.34	20	13.61	6	4.08	2	1.36	4	2.72	3	2.04	8	5.44	6	4.08	0	0	21	14.29	1	0.68	0	0
28022	174	3	1.72	5	2.87	63	36.21	30	17.24	18	10.34	1	0.57	2	1.15	1	0.57	20	11.49	8	4.60	1	0.57	22	12.64	0	0	0	0
28023	205	0	0	2	0.98	89	43.41	45	21.95	5	2.44	2	0.98	6	2.93	6	2.93	14	6.83	10	4.88	1	0.49	22	10.73	1	0.49	2	0.98
28024	164	2	1.22	2	1.22	73	44.51	24	14.63	15	9.15	0	0	3	1.83	4	2.44	11	6.71	9	5.49	0	0	19	11.59	2	1.22	0	0
28025	254	2	0.79	3	1.18	102	40.16	60	23.62	13	5.12	2	0.79	4	1.57	5	1.97	23	9.06	9	3.54	1	0.39	29	11.42	1	0.39	0	0
28026	177	2	1.13	2	1.13	87	49.15	35	19.77	8	4.52	0	0	0	0	8	4.52	5	2.82	5	2.82	1	0.56	23	12.99	1	0.56	0	0
28027	227	14	6.17	23	10.13	4	1.76	43	18.94	36	15.86	6	2.64	22	9.69	11	4.85	20	8.81	0	0	0	0	42	18.50	3	1.32	3	1.32
28028	277	18	6.50	21	7.58	5	1.81	40	14.44	54	19.49	4	1.44	33	11.91	22	7.94	13	4.69	5	1.81	0	0	56	20.22	5	1.81	1	0.36
28029	89	0	0	1	1.12	34	38.20	15	16.85	7	7.87	2	2.25	1	1.12	5	5.62	5	5.62	5	5.62	1	1.12	13	14.61	0	0	0	0
28030	29	0	0	0	0	8	27.59	4	13.79	1	3.45	0	0	0	0	0	0	2	6.90	1	3.45	0	0	9	31.03	4	13.79	0	0
28031	316	12	3.80	3	0.95	115	36.39	56	17.72	31	9.81	3	0.95	4	1.27	11	3.48	11	3.48	22	6.96	1	0.32	43	13.61	3	0.95	1	0.32
28032	165	1	0.61	4	2.42	72	43.64	30	18.18	16	9.70	0	0	3	1.82	4	2.42	13	7.88	3	1.82	0	0	15	9.09	4	2.42	0	0
28033	204	4	1.96	3	1.47	84	41.18	44	21.57	12	5.88	1	0.49	1	0.49	6	2.94	14	6.86	9	4.41	0	0	23	11.27	3	1.47	0	0
28034	260	11	4.23	6	2.31	76	29.23	50	19.23	34	13.08	3	1.15	7	2.69	16	6.15	15	5.77	9	3.46	0	0	32	12.31	1	0.38	0	0
28035	182	4	2.20	2	1.10	78	42.86	33	18.13	9	4.95	1	0.55	4	2.20	7	3.85	14	7.69	4	2.20	3	1.65	16	8.79	7	3.85	0	0
28036	100	2	2.00	2	2.00	37	37.00	18	18.00	6	6.00	0	0	3	3.00	2	2.00	13	13.00	3	3.00	0	0	14	14.00	0	0	0	0
28037	210	5	2.38	4	1.90	81	38.57	35	16.67	16	7.62	1	0.48	4	1.90	6	2.86	23	10.95	8	3.81	1	0.48	25	11.90	0	0	1	0.48
28038	76	0	0	1	1.32	31	40.79	13	17.11	7	9.21	0	0	2	2.63	4	5.26	2	2.63	8	10.53	0	0	7	9.21	0	0	1	1.32
28039	128	0	0	3	2.34	47	36.72	27	21.09	13	10.16	3	2.34	2	1.56	5	3.91	11	8.59	6	4.69	0	0	11	8.59	0	0	0	0
28040	231	7	3.03	6	2.60	75	32.47	41	17.75	24	10.39	1	0.43	8	3.46	10	4.33	19	8.23	16	6.93	0	0	20	8.66	3	1.30	1	0.43
28041	121	3	2.48	2	1.65	34	28.10	25	20.66	11	9.09	2	1.65	2	1.65	5	4.13	13	10.74	7	5.79	1	0.83	16	13.22	0	0	0	0
28042	182	2	1.10	2	1.10	80	43.96	25	13.74	17	9.34	0	0	3	1.65	6	3.30	13	7.14	13	7.14	1	0.55	20	10.99	0	0	0	0
28043	222	5	2.25	3	1.35	92	41.44	32	14.41	15	6.76	1	0.45	3	1.35	2	0.90	22	9.91	22	9.91	2	0.90	23	10.36	0	0	0	0
28044	131	1	0.76	1	0.76	64	48.85	24	18.32	10	7.63	0	0	2	1.53	3	2.29	6	4.58	4	3.05	2	1.53	14	10.69	0	0	0	0
28045	201	13	6.47	9	4.48	5	2.49	26	12.94	35	17.41	4	1.99	8	3.98	15	7.46	25	12.44	1	0.50	0	0	57	28.36	2	1.00	1	0.50
28046	379	11	2.90	28	7.39	26	6.86	55	14.51	39	10.29	11	2.90	38	10.03	32	8.44	49	12.93	2	0.53	2	0.53	80	21.11	6	1.58	0	0
29001	365	21	5.75	36	9.86	32	8.77	59	16.16	53	14.52	7	1.92	32	8.77	28	7.67	23	6.30	7	1.92	1	0.27	60	16.44	4	1.10	2	0.55
29002	309	7	2.27	4	1.29	95	30.74	72	23.30	33	10.68	1	0.32	10	3.24	11	3.56	16	5.18	20	6.47	1	0.32	37	11.97	1	0.32	1	0.32
29003	234	8	3.42	5	2.14	75	32.05	53	22.65	19	8.12	3	1.28	4	1.71	6	2.56	21	8.97	16	6.84	0	0	24	10.26	0	0	0	0
29004	265	1	0.38	1	0.38	80	30.19	58	21.89	29	10.94	4	1.51	3	1.13	17	6.42	24	9.06	16	6.04	0	0	32	12.08	0	0	0	0
29005	157	2	1.27	2	1.27	64	40.76	31	19.75	11	7.01	2	1.27	3	1.91	4	2.55	10	6.37	8	5.10	0	0	18	11.46	2	1.27	0	0
29006	172	3	1.74	1	0.58	57	33.14	35	20.35	14	8.14	1	0.58	8	4.65	6	3.49	4	2.33	15	8.72	0	0	26	15.12	1	0.58	1	0.58
29007	259	14	5.41	11	4.25	46	17.76	52	20.08	29	11.20	1	0.39	11	4.25	15	5.79	25	9.65	16	6.18	0	0	35	13.51	4	1.54	0	0
29008	158	1	0.63	3	1.90	51	32.28	33	20.89	8	5.06	1	0.63	3	1.90	3	1.90	14	8.86	16	10.13	0	0	23	14.56	1	0.63	1	0.63
29009	340	18	5.29	46	13.53	37	10.88	33	9.71	50	14.71	9	2.65	30	8.82	35	10.29	23	6.76	2	0.59	0	0	51	15.00	3	0.88	3	0.88
29010	380	16	4.21	18	4.74	44	11.58	51	13.42	77	20.26	4	1.05	18	4.74	31	8.16	29	7.63	11	2.89	0	0	77	20.26	3	0.79	1	0.26
29011	141	3	2.13	3	2.13	39	27.66	33	23.40	22	15.60	0	0	3	2.13	4	2.84	11	7.80	11	7.80	0	0	10	7.09	2	1.42	0	0
29012	311	9	2.89	11	3.54	74	23.79	64	20.58	24	7.72	1	0.32	8	2.57	9	2.89	25	8.04	23	7.40	0	0	61	19.61	2	0.64	0	0
29013	259	6	2.32	2	0.77	84	32.43	54	20.85	27	10.42	7	2.70	5	1.93	7	2.70	16	6.18	13	5.02	0	0	37	14.29	1	0.39	0	0
29014	228	3	1.32	1	0.44	95	41.67	45	19.74	21	9.21	1	0.44	4	1.75	2	0.88	11	4.82	7	3.07	1	0.44	36	15.79	1	0.44	0	0
29015	257	7	2.72	7	2.72	77	29.96	57	22.18	23	8.95	4	1.56	2	0.78	7	2.72	17	6.61	22	8.56	0	0	31	12.06	3	1.17	0	0
29016	227	4	1.76	3	1.32	58	25.55	41	18.06	13	5.73	2	0.88	6	2.64	40	17.62	14	6.17	10	4.41	0	0	34	14.98	2	0.88	0	0
29017	211	1	0.47	2	0.95	57	27.01	35	16.59	41	19.43	1	0.47	5	2.37	7	3.32	9	4.27	16	7.58	0	0	36	17.06	1	0.47	0	0
29018	234	6	2.56	4	1.71	79	33.76	46	19.66	17	7.26	1	0.43	7	2.99	7	2.99	24	10.26	8	3.42	0	0	34	14.53	1	0.43	0	0
29019	236	3	1.27	2	0.85	59	25.00	53	22.46	18	7.63	0	0	5	2.12	4	1.69	28	11.86	26	11.02	0	0	36	15.25	2	0.85	0	0
29020	262	8	3.05	7	2.67	93	35.50	54	20.61	21	8.02	2	0.76	6	2.29	6	2.29	16	6.11	12	4.58	2	0.76	31	11.83	3	1.15	1	0.38
29021	252	3	1.19	1	0.40	91	36.11	51	20.24	21	8.33	2	0.79	0	0	11	4.37	21	8.33	10	3.97	0	0	36	14.29	4	1.59	1	0.40
29022	208	10	4.81	5	2.40	40	19.23	26	12.50	32	15.38	7	3.37	9	4.33	13	6.25	20	9.62	24	11.54	0	0	19	9.13	0	0	3	1.44
29023	285	26	9.12	29	10.18	18	6.32	38	13.33	45	15.79	11	3.86	18	6.32	28	9.82	22	7.72	6	2.11	1	0.35	36	12.63	5	1.75	2	0.70
29024	219	2	0.91	5	2.28	77	35.16	39	17.81	20	9.13	0	0	7	3.20	10	4.57	23	10.50	11	5.02	0	0	25	11.42	0	0	0	0
29025	309	1	0.32	1	0.32	87	28.16	68	22.01	30	9.71	3	0.97	7	2.27	8	2.59	27	8.74	31	10.03	0	0	45	14.56	1	0.32	0	0
29026	263	3	1.14	11	4.18	50	19.01	58	22.05	28	10.65	2	0.76	7	2.66	9	3.42	29	11.03	11	4.18	0	0	47	17.87	8	3.04	0	0
29027	204	1	0.49	3	1.47	83	40.69	34	16.67	20	9.80	2	0.98	2	0.98	8	3.92	13	6.37	16	7.84	0	0	21	10.29	1	0.49	0	0
29028	265	4	1.51	4	1.51	78	29.43	52	19.62	25	9.43	5	1.89	8	3.02	5	1.89	22	8.30	26	9.81	0	0	32	12.08	4	1.51	0	0
29029	257	28	10.89	30	11.67	12	4.67	21	8.17	49	19.07	14	5.45	24	9.34	33	12.84	8	3.11	0	0	1	0.39	26	10.12	5	1.95	6	2.33
29030	374	18	4.81	16	4.28	52	13.90	72	19.25	52	13.90	10	2.67	21	5.61	50	13.37	22	5.88	9	2.41	0	0	48	12.83	4	1.07	0	0
29031	218	21	9.63	30	13.76	9	4.13	14	6.42	41	18.81	21	9.63	22	10.09	32	14.68	5	2.29	0	0	0	0	18	8.26	2	0.92	3	1.38
29032	223	36	16.14	20	8.97	8	3.59	10	4.48	33	14.80	28	12.56	24	10.76	37	16.59	3	1.35	0	0	0	0	20	8.97	3	1.35	1	0.45
29033	213	7	3.29	8	3.76	51	23.94	49	23.00	21	9.86	2	0.94	6	2.82	6	2.82	15	7.04	17	7.98	0	0	31	14.55	0	0	0	0
29034	181	10	5.52	5	2.76	38	20.99	26	14.36	16	8.84	8	4.42	2	1.10	13	7.18	20	11.05	23	12.71	1	0.55	13	7.18	6	3.31	0	0
29035	167	4	2.40	1	0.60	50	29.94	22	13.17	14	8.38	1	0.60	4	2.40	6	3.59	15	8.98	16	9.58	0	0	26	15.57	7	4.19	1	0.60
29036	212	2	0.94	6	2.83	59	27.83	42	19.81	25	11.79	3	1.42	4	1.89	7	3.30	16	7.55	17	8.02	0	0	29	13.68	2	0.94	0	0
29037	216	6	2.78	4	1.85	70	32.41	46	21.30	12	5.56	0	0	5	2.31	15	6.94	18	8.33	22	10.19	1	0.46	17	7.87	0	0	0	0
29038	225	13	5.78	12	5.33	19	8.44	24	10.67	32	14.22	12	5.33	29	12.89	46	20.44	9	4.00	1	0.44	0	0	22	9.78	4	1.78	2	0.89
29039	243	28	11.52	18	7.41	11	4.53	20	8.23	46	18.93	17	7.00	28	11.52	51	20.99	7	2.88	0	0	0	0	14	5.76	2	0.82	1	0.41
29040	289	12	4.15	5	1.73	85	29.41	63	21.80	27	9.34	1	0.35	6	2.08	13	4.50	25	8.65	18	6.23	0	0	28	9.69	6	2.08	0	0
29041	182	4	2.20	2	1.10	53	29.12	27	14.84	18	9.89	2	1.10	11	6.04	9	4.95	17	9.34	11	6.04	0	0	25	13.74	3	1.65	0	0
29042	243	2	0.82	4	1.65	103	42.39	44	18.11	21	8.64	4	1.65	2	0.82	5	2.06	11	4.53	14	5.76	0	0	33	13.58	0	0	0	0
29043	321	14	4.36	12	3.74	42	13.08	52	16.20	46	14.33	6	1.87	34	10.59	16	4.98	31	9.66	10	3.12	0	0	55	17.13	3	0.93	0	0
29044	305	6	1.97	14	4.59	82	26.89	54	17.70	29	9.51	4	1.31	5	1.64	8	2.62	28	9.18	19	6.23	0	0	52	17.05	4	1.31	0	0
30001	278	16	5.76	15	5.40	11	3.96	27	9.71	39	14.03	9	3.24	42	15.11	55	19.78	21	7.55	1	0.36	0	0	37	13.31	2	0.72	3	1.08
30002	283	18	6.36	15	5.30	9	3.18	28	9.89	47	16.61	11	3.89	38	13.43	60	21.20	7	2.47	0	0	0	0	40	14.13	3	1.06	7	2.47
30003	214	9	4.21	6	2.80	1	0.47	23	10.75	26	12.15	1	0.47	14	6.54	38	17.76	32	14.95	0	0	0	0	63	29.44	0	0	1	0.47
30004	236	12	5.08	22	9.32	9	3.81	24	10.17	29	12.29	14	5.93	22	9.32	54	22.88	15	6.36	0	0	1	0.42	24	10.17	9	3.81	1	0.42
30005	163	15	9.20	5	3.07	1	0.61	11	6.75	29	17.79	8	4.91	23	14.11	48	29.45	9	5.52	1	0.61	0	0	13	7.98	0	0	0	0
30006	236	15	6.36	7	2.97	14	5.93	20	8.47	48	20.34	10	4.24	28	11.86	65	27.54	3	1.27	2	0.85	0	0	17	7.20	5	2.12	2	0.85
30007	296	14	4.73	17	5.74	10	3.38	42	14.19	42	14.19	20	6.76	18	6.08	54	18.24	10	3.38	1	0.34	0	0	65	21.96	2	0.68	1	0.34
30008	323	15	4.64	9	2.79	8	2.48	53	16.41	40	12.38	9	2.79	29	8.98	47	14.55	50	15.48	1	0.31	0	0	55	17.03	5	1.55	2	0.62
30009	222	10	4.50	14	6.31	3	1.35	25	11.26	24	10.81	19	8.56	31	13.96	42	18.92	11	4.95	0	0	0	0	35	15.77	5	2.25	3	1.35
30010	269	9	3.35	18	6.69	11	4.09	25	9.29	45	16.73	10	3.72	39	14.50	65	24.16	16	5.95	2	0.74	0	0	24	8.92	2	0.74	3	1.12
30011	218	4	1.83	10	4.59	8	3.67	23	10.55	39	17.89	17	7.80	28	12.84	68	31.19	7	3.21	0	0	0	0	10	4.59	3	1.38	1	0.46
30012	193	19	9.84	11	5.70	7	3.63	21	10.88	33	17.10	8	4.15	19	9.84	49	25.39	5	2.59	0	0	0	0	18	9.33	0	0	3	1.55
30013	234	16	6.84	6	2.56	9	3.85	21	8.97	45	19.23	10	4.27	34	14.53	55	23.50	13	5.56	1	0.43	0	0	20	8.55	2	0.85	2	0.85
30014	139	5	3.60	8	5.76	10	7.19	12	8.63	23	16.55	11	7.91	18	12.95	37	26.62	5	3.60	2	1.44	0	0	4	2.88	2	1.44	2	1.44
30015	300	11	3.67	26	8.67	5	1.67	45	15.00	53	17.67	10	3.33	24	8.00	23	7.67	15	5.00	1	0.33	0	0	85	28.33	1	0.33	1	0.33
30016	132	8	6.06	6	4.55	6	4.55	9	6.82	17	12.88	4	3.03	28	21.21	32	24.24	8	6.06	0	0	0	0	14	10.61	0	0	0	0
30017	278	19	6.83	12	4.32	13	4.68	34	12.23	38	13.67	14	5.04	25	8.99	58	20.86	23	8.27	0	0	2	0.72	31	11.15	7	2.52	2	0.72
30018	279	16	5.73	6	2.15	6	2.15	53	19.00	20	7.17	10	3.58	20	7.17	39	13.98	36	12.90	4	1.43	1	0.36	64	22.94	1	0.36	3	1.08
30019	216	17	7.87	7	3.24	5	2.31	16	7.41	32	14.81	10	4.63	26	12.04	72	33.33	14	6.48	2	0.93	0	0	11	5.09	2	0.93	2	0.93
30020	274	28	10.22	14	5.11	8	2.92	25	9.12	44	16.06	15	5.47	21	7.66	47	17.15	17	6.20	1	0.36	2	0.73	46	16.79	5	1.82	1	0.36
30021	207	11	5.31	15	7.25	5	2.42	12	5.80	51	24.64	17	8.21	25	12.08	42	20.29	11	5.31	1	0.48	0	0	15	7.25	1	0.48	1	0.48
30022	327	14	4.28	14	4.28	6	1.83	53	16.21	52	15.90	13	3.98	26	7.95	47	14.37	32	9.79	0	0	0	0	69	21.10	1	0.31	0	0
30023	244	9	3.69	6	2.46	9	3.69	33	13.52	25	10.25	15	6.15	17	6.97	53	21.72	32	13.11	0	0	0	0	42	17.21	0	0	3	1.23
30024	325	6	1.85	5	1.54	10	3.08	47	14.46	28	8.62	19	5.85	7	2.15	44	13.54	72	22.15	2	0.62	0	0	76	23.38	2	0.62	7	2.15
30025	349	9	2.58	5	1.43	9	2.58	68	19.48	31	8.88	7	2.01	18	5.16	54	15.47	52	14.90	2	0.57	1	0.29	83	23.78	6	1.72	4	1.15
30026	185	18	9.73	7	3.78	9	4.86	11	5.95	31	16.76	7	3.78	18	9.73	43	23.24	14	7.57	0	0	0	0	22	11.89	3	1.62	2	1.08
30027	185	7	3.78	11	5.95	6	3.24	24	12.97	22	11.89	8	4.32	27	14.59	49	26.49	4	2.16	0	0	0	0	25	13.51	1	0.54	1	0.54
30028	278	12	4.32	20	7.19	5	1.80	34	12.23	35	12.59	9	3.24	12	4.32	56	20.14	31	11.15	1	0.36	2	0.72	61	21.94	0	0	0	0
30029	110	8	7.27	4	3.64	4	3.64	9	8.18	14	12.73	2	1.82	20	18.18	39	35.45	0	0	1	0.91	0	0	9	8.18	0	0	0	0
30030	113	8	7.08	3	2.65	7	6.19	11	9.73	12	10.62	5	4.42	15	13.27	39	34.51	5	4.42	0	0	0	0	7	6.19	1	0.88	0	0
30031	184	13	7.07	13	7.07	10	5.43	23	12.50	26	14.13	8	4.35	12	6.52	38	20.65	10	5.43	1	0.54	1	0.54	24	13.04	4	2.17	1	0.54
30032	220	9	4.09	20	9.09	3	1.36	23	10.45	24	10.91	11	5.00	20	9.09	33	15.00	30	13.64	0	0	0	0	45	20.45	1	0.45	1	0.45
31001	143	3	2.10	10	6.99	3	2.10	6	4.20	18	12.59	7	4.90	30	20.98	32	22.38	13	9.09	0	0	0	0	21	14.69	0	0	0	0
31002	138	8	5.80	5	3.62	4	2.90	5	3.62	31	22.46	4	2.90	19	13.77	40	28.99	12	8.70	0	0	0	0	10	7.25	0	0	0	0
31003	172	13	7.56	6	3.49	2	1.16	15	8.72	33	19.19	7	4.07	24	13.95	52	30.23	3	1.74	1	0.58	0	0	13	7.56	2	1.16	1	0.58
31004	242	7	2.89	7	2.89	7	2.89	42	17.36	33	13.64	9	3.72	14	5.79	38	15.70	33	13.64	0	0	1	0.41	49	20.25	0	0	2	0.83
31005	204	12	5.88	6	2.94	6	2.94	24	11.76	30	14.71	4	1.96	27	13.24	61	29.90	9	4.41	0	0	0	0	24	11.76	1	0.49	0	0
31006	147	9	6.12	5	3.40	5	3.40	19	12.93	34	23.13	9	6.12	13	8.84	34	23.13	8	5.44	0	0	0	0	9	6.12	2	1.36	0	0
31007	257	12	4.67	5	1.95	13	5.06	50	19.46	21	8.17	5	1.95	9	3.50	22	8.56	42	16.34	0	0	0	0	76	29.57	0	0	2	0.78
31008	125	1	0.80	9	7.20	4	3.20	14	11.20	11	8.80	8	6.40	13	10.40	35	28.00	8	6.40	0	0	0	0	19	15.20	2	1.60	1	0.80
31009	133	8	6.02	6	4.51	1	0.75	15	11.28	16	12.03	6	4.51	23	17.29	37	27.82	6	4.51	0	0	0	0	15	11.28	0	0	0	0
31010	136	8	5.88	7	5.15	5	3.68	12	8.82	20	14.71	7	5.15	9	6.62	36	26.47	12	8.82	1	0.74	0	0	15	11.03	3	2.21	1	0.74
31011	127	1	0.79	10	7.87	7	5.51	13	10.24	25	19.69	8	6.30	9	7.09	33	25.98	5	3.94	0	0	0	0	14	11.02	1	0.79	1	0.79
31012	153	6	3.92	15	9.80	4	2.61	15	9.80	22	14.38	8	5.23	17	11.11	39	25.49	6	3.92	0	0	0	0	21	13.73	0	0	0	0
31013	167	4	2.40	6	3.59	4	2.40	14	8.38	28	16.77	4	2.40	26	15.57	41	24.55	12	7.19	0	0	0	0	27	16.17	1	0.60	0	0
31014	149	3	2.01	2	1.34	6	4.03	15	10.07	32	21.48	6	4.03	16	10.74	38	25.50	8	5.37	0	0	0	0	20	13.42	2	1.34	1	0.67
31015	154	9	5.84	8	5.19	8	5.19	16	10.39	16	10.39	4	2.60	20	12.99	38	24.68	14	9.09	0	0	2	1.30	12	7.79	6	3.90	1	0.65
31016	195	5	2.56	2	1.03	5	2.56	44	22.56	6	3.08	4	2.05	22	11.28	23	11.79	27	13.85	0	0	0	0	57	29.23	0	0	0	0
31017	156	13	8.33	4	2.56	7	4.49	13	8.33	26	16.67	12	7.69	30	19.23	27	17.31	0	0	1	0.64	1	0.64	20	12.82	1	0.64	1	0.64
31018	139	7	5.04	3	2.16	2	1.44	16	11.51	18	12.95	7	5.04	21	15.11	37	26.62	7	5.04	3	2.16	2	1.44	15	10.79	1	0.72	0	0
31019	153	11	7.19	5	3.27	5	3.27	13	8.50	27	17.65	9	5.88	13	8.50	43	28.10	8	5.23	0	0	0	0	19	12.42	0	0	0	0
31020	144	10	6.94	11	7.64	8	5.56	8	5.56	35	24.31	2	1.39	19	13.19	40	27.78	3	2.08	0	0	0	0	8	5.56	0	0	0	0
31021	160	7	4.38	8	5.00	11	6.88	10	6.25	24	15.00	9	5.63	23	14.38	42	26.25	6	3.75	1	0.63	0	0	13	8.13	4	2.50	2	1.25
31022	119	7	5.88	1	0.84	6	5.04	11	9.24	23	19.33	4	3.36	8	6.72	24	20.17	14	11.76	4	3.36	0	0	16	13.45	1	0.84	0	0
31023	169	8	4.73	8	4.73	6	3.55	25	14.79	27	15.98	4	2.37	15	8.88	30	17.75	23	13.61	1	0.59	0	0	17	10.06	2	1.18	3	1.78
31024	187	7	3.74	4	2.14	8	4.28	15	8.02	32	17.11	10	5.35	25	13.37	51	27.27	10	5.35	1	0.53	0	0	20	10.70	4	2.14	0	0
31025	127	7	5.51	3	2.36	12	9.45	10	7.87	18	14.17	6	4.72	16	12.60	33	25.98	8	6.30	1	0.79	0	0	10	7.87	0	0	3	2.36
31026	187	14	7.49	6	3.21	6	3.21	27	14.44	32	17.11	8	4.28	17	9.09	36	19.25	10	5.35	1	0.53	0	0	27	14.44	3	1.60	0	0
31027	195	21	10.77	7	3.59	9	4.62	24	12.31	41	21.03	6	3.08	19	9.74	44	22.56	8	4.10	1	0.51	1	0.51	9	4.62	2	1.03	3	1.54
31028	112	10	8.93	6	5.36	2	1.79	4	3.57	12	10.71	0	0	16	14.29	30	26.79	6	5.36	0	0	2	1.79	19	16.96	2	1.79	3	2.68
31029	193	9	4.66	6	3.11	11	5.70	6	3.11	40	20.73	9	4.66	34	17.62	44	22.80	13	6.74	2	1.04	1	0.52	16	8.29	1	0.52	1	0.52
31030	112	7	6.25	6	5.36	2	1.79	14	12.50	18	16.07	3	2.68	16	14.29	23	20.54	10	8.93	0	0	0	0	12	10.71	0	0	1	0.89
31031	157	16	10.19	10	6.37	5	3.18	19	12.10	25	15.92	9	5.73	9	5.73	46	29.30	5	3.18	0	0	0	0	12	7.64	0	0	1	0.64
31032	120	3	2.50	8	6.67	5	4.17	7	5.83	13	10.83	14	11.67	20	16.67	32	26.67	2	1.67	1	0.83	0	0	12	10.00	0	0	3	2.50
31033	130	5	3.85	7	5.38	4	3.08	10	7.69	31	23.85	11	8.46	12	9.23	26	20.00	12	9.23	1	0.77	0	0	10	7.69	0	0	1	0.77
31034	155	11	7.10	7	4.52	10	6.45	13	8.39	28	18.06	6	3.87	15	9.68	32	20.65	5	3.23	0	0	1	0.65	24	15.48	3	1.94	0	0
31035	182	5	2.75	5	2.75	14	7.69	14	7.69	39	21.43	12	6.59	11	6.04	38	20.88	11	6.04	0	0	0	0	28	15.38	3	1.65	2	1.10
31036	200	7	3.50	15	7.50	5	2.50	13	6.50	30	15.00	9	4.50	31	15.50	49	24.50	17	8.50	0	0	0	0	20	10.00	2	1.00	2	1.00
31037	151	8	5.30	8	5.30	8	5.30	14	9.27	29	19.21	13	8.61	20	13.25	33	21.85	3	1.99	0	0	1	0.66	13	8.61	0	0	1	0.66
31038	122	8	6.56	5	4.10	9	7.38	11	9.02	32	26.23	1	0.82	18	14.75	28	22.95	3	2.46	0	0	0	0	5	4.10	2	1.64	0	0
